description	enabled	ladder	min diff	version	op	param	value	*stat	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	*mod 1 skillname	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	*mod 2 skillname	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	*mod 3 skillname	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	*mod 4 skillname	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	*mod 5 skillname	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	*b mod 1 skillname	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	*b mod 2 skillname	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	*b mod 3 skillname	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	*b mod 4 skillname	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	*b mod 5 skillname	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	*c mod 1 skillname	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	*c mod 2 skillname	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	*c mod 3 skillname	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	*c mod 4 skillname	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	*c mod 5 skillname	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Odd Charm Skill	1			100	18	203	230		dru	1	"char,nor"							"useitem,rem"				skill		Elemental Form	230	-1	-1	skill		Twister	244	1	1	randomize				14	14																																																																																	0
Odd Charm Skill	1			100	18	203	244		dru	1	"char,nor"							"useitem,rem"				skill		Twister	244	-1	-1	skill		Wearwolf	223	1	1	randomize				-21	-21																																																																																	0
Odd Charm Skill	1			100	18	203	223		dru	1	"char,nor"							"useitem,rem"				skill		Wearwolf	223	-1	-1	skill		Wearbear	228	1	1	randomize				5	5																																																																																	0
Odd Charm Skill	1			100	18	203	228		dru	1	"cm8,nor"							"useitem,rem"				skill		Wearbear	228	-1	-1	skill		Raven	221	1	1	randomize				-7	-7																																																																																	0
Odd Charm Skill	1			100	18	203	228		dru	1	"cm9,nor"							"useitem,rem"				skill		Wearbear	228	-1	-1	skill		Twin Fangs	226	1	1	randomize				-2	-2																																																																																	0
Odd Charm Skill	1			100	18	203	226		dru	1	"cm9,nor"							"useitem,rem"				skill		Twin Fangs	226	-1	-1	skill		Ferocious Bite	227	1	1	randomize				1	1																																																																																	0
Odd Charm Skill	1			100	18	203	227		dru	1	"cm9,nor"							"useitem,rem"				skill		Ferocious Bite	227	-1	-1	skill		Frozen Blast	391	1	1	randomize				164	164																																																																																	0
Odd Charm Skill	1			100	18	203	391		dru	1	"cm9,nor"							"useitem,rem"				skill		Frozen Blast	391	-1	-1	skill		Hurricane	250	1	1	randomize				-141	-141																																																																																	0
Odd Charm Skill	1			100	18	203	250		dru	1	"cm9,nor"							"useitem,rem"				skill		Hurricane	250	-1	-1	skill		Shape Shifting	224	1	1	randomize				-26	-26																																																																																	0
Odd Charm Skill	1			100	18	203	224		dru	1	"cm9,nor"							"useitem,rem"				skill		Shape Shifting	224	-1	-1	skill		Thunderclaws	231	1	1	randomize				7	7																																																																																	0
Odd Charm Skill	1			100	18	203	231		dru	1	"cm9,nor"							"useitem,rem"				skill		Thunderclaws	231	-1	-1	skill		Flameburst	229	1	1	randomize				-2	-2																																																																																	0
Odd Charm Skill	1			100	18	203	229		dru	1	"cm9,nor"							"useitem,rem"				skill		Flameburst	229	-1	-1	skill		Feral Rage	232	1	1	randomize				3	3																																																																																	0
Odd Charm Skill	1			100	18	203	232		dru	1	"cm9,nor"							"useitem,rem"				skill		Feral Rage	232	-1	-1	skill		Freezing Claws	388	1	1	randomize				156	156																																																																																	0
Odd Charm Skill	1			100	18	203	388		dru	1	"cm9,nor"							"useitem,rem"				skill		Freezing Claws	388	-1	-1	skill		Maul	233	1	1	randomize				-155	-155																																																																																	0
Odd Charm Skill	1			100	18	203	233		dru	1	"cm9,nor"							"useitem,rem"				skill		Maul	233	-1	-1	skill		Spirit of Nature	236	1	1	randomize				3	3																																																																																	0
Odd Charm Skill	1			100	18	203	236		dru	1	"cm9,nor"							"useitem,rem"				skill		Spirit of Nature	236	-1	-1	skill		Contagion	237	1	1	randomize				1	1																																																																																	0
Odd Charm Skill	1			100	18	203	237		dru	1	"cm9,nor"							"useitem,rem"				skill		Contagion	237	-1	-1	skill		Whirlpool	234	1	1	randomize				-3	-3																																																																																	0
Odd Charm Skill	1			100	18	203	234		dru	1	"cm9,nor"							"useitem,rem"				skill		Whirlpool	234	-1	-1	skill		Monsoon	245	1	1	randomize				11	11																																																																																	0
Odd Charm Skill	1			100	18	203	245		dru	1	"cm9,nor"							"useitem,rem"				skill		Monsoon	245	-1	-1	skill		Fire Claws	239	1	1	randomize				-6	-6																																																																																	0
Odd Charm Skill	1			100	18	203	239		dru	1	"cm9,nor"							"useitem,rem"				skill		Fire Claws	239	-1	-1	skill		Feral Mastery	241	1	1	randomize				2	2																																																																																	0
Odd Charm Skill	1			100	18	203	241		dru	1	"cm9,nor"							"useitem,rem"				skill		Feral Mastery	241	-1	-1	skill		Cataclysm	249	1	1	randomize				8	8																																																																																	0
Odd Charm Skill	1			100	18	203	249		dru	1	"cm9,nor"							"useitem,rem"				skill		Cataclysm	249	-1	-1	skill		Firestorm	225	1	1	randomize				-24	-24																																																																																	0
Odd Charm Skill	1			100	18	203	225		dru	1	"cm9,nor"							"useitem,rem"				skill		Firestorm	225	-1	-1	skill		Rabies	238	1	1	randomize				13	13																																																																																	0
Odd Charm Skill	1			100	18	203	238		dru	1	"cm9,nor"							"useitem,rem"				skill		Rabies	238	-1	-1	skill		Hunger	242	1	1	randomize				4	4																																																																																	0
Odd Charm Skill	1			100	18	203	242		dru	1	"cm9,nor"							"useitem,rem"				skill		Hunger	242	-1	-1	skill		Shock Wave	243	1	1	randomize				1	1																																																																																	0
Odd Charm Skill	1			100	18	203	243		dru	1	"cm9,nor"							"useitem,rem"				skill		Shock Wave	243	-1	-1	skill		Call of the Wild	246	1	1	randomize				3	3																																																																																	0
Odd Charm Skill	1			100	18	203	246		dru	1	"cm9,nor"							"useitem,rem"				skill		Call of the Wild	246	-1	-1	skill		Summon Grizzly	247	1	1	randomize				1	1																																																																																	0
Odd Charm Skill	1			100	18	203	247		dru	1	"cm9,nor"							"useitem,rem"				skill		Summon Grizzly	247	-1	-1	skill		Volcano	240	1	1	randomize				-7	-7																																																																																	0
Odd Charm Skill	1			100	18	203	240		dru	1	"cm9,nor"							"useitem,rem"				skill		Volcano	240	-1	-1	skill		Sandstorm	387	1	1	randomize				147	147																																																																																	0
Odd Charm Skill	1			100	18	203	387		dru	1	"cm9,nor"							"useitem,rem"				skill		Sandstorm	387	-1	-1	skill		Fury	248	1	1	randomize				-139	-139																																																																																	0
Odd Charm Skill	1			100	18	203	248		dru	1	"cm9,nor"							"useitem,rem"				skill		Fury	248	-1	-1	skill		SCharged Strike	390	1	1	randomize				142	142																																																																																	0
Odd Charm Skill	1			100	18	203	390		dru	1	"cm9,nor"							"useitem,rem"				skill		SCharged Strike	390	-1	-1	skill		Raven	221	1	1	randomize				-169	-169																																																																																	0
Odd Charm Skill	1			100	18	203	264		ass	1	"char,nor"							"useitem,rem"				skill		Cloak of Shadows	264	-1	-1	skill		Claw Mastery	252	1	1	randomize				-12	-12																																																																																	0
Odd Charm Skill	1			100	18	203	252		ass	1	"char,nor"							"useitem,rem"				skill		Claw Mastery	252	-1	-1	skill		Weapon Block	263	1	1	randomize				11	11																																																																																	0
Odd Charm Skill	1			100	18	203	263		ass	1	"char,nor"							"useitem,rem"				skill		Weapon Block	263	-1	-1	skill		Fire Trauma	251	1	1	randomize				-12	-12																																																																																	0
Odd Charm Skill	1			100	18	203	251		ass	1	"char,nor"							"useitem,rem"				skill		Fire Trauma	251	-1	-1	skill		Shock Field	256	1	1	randomize				5	5																																																																																	0
Odd Charm Skill	1			100	18	203	256		ass	1	"char,nor"							"useitem,rem"				skill		Shock Field	256	-1	-1	skill		Tiger Strike	255	1	1	randomize				-1	-1																																																																																	0
Odd Charm Skill	1			100	18	203	255		ass	1	"char,nor"							"useitem,rem"				skill		Tiger Strike	255	-1	-1	skill		Dragon Tail	260	1	1	randomize				5	5																																																																																	0
Odd Charm Skill	1			100	18	203	260		ass	1	"char,nor"							"useitem,rem"				skill		Dragon Tail	260	-1	-1	skill		Cobra Strike	254	1	1	randomize				-6	-6																																																																																	0
Odd Charm Skill	1			100	18	203	254		ass	1	"cm8,nor"							"useitem,rem"				skill		Cobra Strike	254	-1	-1	skill		Cloak of Shadows	264	1	1	randomize				10	10																																																																																	0
Odd Charm Skill	1			100	18	203	254		ass	1	"cm9,nor"							"useitem,rem"				skill		Cobra Strike	254	-1	-1	skill		Quickness	258	1	1	randomize				4	4																																																																																	0
Odd Charm Skill	1			100	18	203	258		ass	1	"cm9,nor"							"useitem,rem"				skill		Quickness	258	-1	-1	skill		Wake of Fire Sentry	262	1	1	randomize				4	4																																																																																	0
Odd Charm Skill	1			100	18	203	262		ass	1	"cm9,nor"							"useitem,rem"				skill		Wake of Fire Sentry	262	-1	-1	skill		Blade Nova	277	1	1	randomize				15	15																																																																																	0
Odd Charm Skill	1			100	18	203	277		ass	1	"cm9,nor"							"useitem,rem"				skill		Blade Nova	277	-1	-1	skill		Charged Bolt Sentry	261	1	1	randomize				-16	-16																																																																																	0
Odd Charm Skill	1			100	18	203	261		ass	1	"cm9,nor"							"useitem,rem"				skill		Charged Bolt Sentry	261	-1	-1	skill		Iaigiri	394	1	1	randomize				133	133																																																																																	0
Odd Charm Skill	1			100	18	203	394		ass	1	"cm9,nor"							"useitem,rem"				skill		Iaigiri	394	-1	-1	skill		Fists of Fire	259	1	1	randomize				-135	-135																																																																																	0
Odd Charm Skill	1			100	18	203	259		ass	1	"cm9,nor"							"useitem,rem"				skill		Fists of Fire	259	-1	-1	skill		Shadow Warrior	268	1	1	randomize				9	9																																																																																	0
Odd Charm Skill	1			100	18	203	268		ass	1	"cm9,nor"							"useitem,rem"				skill		Shadow Warrior	268	-1	-1	skill		Shuriken Trap	257	1	1	randomize				-11	-11																																																																																	0
Odd Charm Skill	1			100	18	203	257		ass	1	"cm9,nor"							"useitem,rem"				skill		Shuriken Trap	257	-1	-1	skill		STeeth	395	1	1	randomize				138	138																																																																																	0
Odd Charm Skill	1			100	18	203	395		ass	1	"cm9,nor"							"useitem,rem"				skill		STeeth	395	-1	-1	skill		Fade	267	1	1	randomize				-128	-128																																																																																	0
Odd Charm Skill	1			100	18	203	267		ass	1	"cm9,nor"							"useitem,rem"				skill		Fade	267	-1	-1	skill		Psychic Hammer	253	1	1	randomize				-14	-14																																																																																	0
Odd Charm Skill	1			100	18	203	253		ass	1	"cm9,nor"							"useitem,rem"				skill		Psychic Hammer	253	-1	-1	skill		Lightning Sentry	271	1	1	randomize				18	18																																																																																	0
