index	*ID	version	enabled	*Skip Generation	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Corpsefire's Head	614	100	1				1	1	8	10	ne2	Zombie Head		6	10000	cblu			invne2				tinkerflag2		25	35	ac		45	45	block		5	5	block2		30	30	dmg-cold	150	25	50	res-cold		25	25	hit-skill	Amplify Damage	10	20	hit-skill	Corpse Explosion	5	5	res-fire		25	25														0
Radament's Rotting Skull	615	100	1				1	1	16	16	ne3	Unraveller Head		7	15000	dgld	dgld		invradament				tinkerflag2		25	35	ac%		100	150	skilltab	7	2	2	skill	Poison Explosion	2	4	skill	Raise Skeleton	2	4	res-pois		50	50	res-pois-max		1	3	regen-mana		15	30	extra-summ		5	10	skill	Skeleton Mastery	2	4										0
Pitspawn's Gaze	616	100	1				1	1	20	19	ne4	Gargoyle Head		8	20000	dgry	dgry						tinkerflag2		25	35	freeze		1	1	hit-skill	Weaken	5	25	nec		1	2	block2		30	30	lifesteal		5	10	res-ltng		40	40	res-cold		40	40																		0
Andariel's Face	617	100	1				1	1	24	22	ne5	Demon Head		8	20000	oran	oran						tinkerflag2		25	35	hit-skill	Poison Surge	5	20	kill-skill	Poison Nova	10	15	res-fire		-30	-30	res-pois		50	75	move2		30	30	regen		200	300	red-dmg		10	20	ac		100	100	block		5	5	poisonskill		2	4						0
Ancient Kaa's Soul	618	100	1				1	1	35	30	ne6	Mummified Trophy		9	25000	blac	blac						tinkerflag2		25	35	nec		1	1	skilltab	7	1	1	ac%		50	150	block		1	3	swing2		10	20	res-all		25	25	hit-skill	Hells Gate	3	30	extra-mag2		10	15														0
Red Death's Madness	619	100	1				1	1	40	34	ne7	Fetish Trophy		10	30000	cred	cred						tinkerflag2		25	35	skilltab	7	3	3	ac		60	120	abs-fire/lvl	4			mana%		10	15	dex		20	20	skill	Bone Spirit	3	6	skill	Hells Gate	3	6	mana-kill		5	10	regen		-100	-100	heal-kill		25	50	move2		40	40		0
The Grim Compass	620	100	1				1	1	46	33	ne8	Sexton Trophy		10	30000	blac	blac						tinkerflag2		25	35	nec		1	1	swing2		20	20	dmg-demon		400	400	dmg-undead		400	400	aura	Sanctuary	5	15	res-all		30	30	lifesteal		6	8	manasteal		6	8														0
Disturbing Visions	621	100	1				1	1	50	36	ne9	Cantor Trophy		11	35000	lpur	lpur						tinkerflag2		25	35	skilltab	7	2	2	skilltab	8	2	2	hp		50	50	manasteal		6	18	res-all		25	25	skill	Amplify Damage	10	15	skill	Poison Mastery	10	15	skill	Lower Resist	10	15	ac		50	100	block		1	4						0
Homunculus	622	100	1				1	1	50	42	nea	Heirophant Trophy		11	35000	cblu	cblu						tinkerflag2		25	35	extra-summ-total		10	20	hp%		-50	-50	red-dmg%		-30	-30	extra-summ		25	50	hp		-150	-150	skilltab	6	1	6	skilltab	8	1	6	aura	Fanaticism	5	10	mana%		30	50	allskills		1	2						0
Splitskull Shield	623	100	1				1	1	55	45	neb	Minion Skull		11	35000	blac	blac						tinkerflag2		25	35	crush		100	100	heal-kill		50	100	ac%		300	400	block		5	10	dmg-min		25	50	res-all		30	50	red-dmg		30	50	mag%		100	150	str		50	100	dex		50	100						0
Head of the Cerberus	624	100	1				1	1	69	55	neg	Hellspawn Skull		12	40000	dgry	dgry						tinkerflag2		25	35	nec		1	3	ac%		80	120	abs-fire/lvl	4			res-all		30	30	vit		20	20	oskill	Summon Fenris	30	30	oskill	Ferocious Bite	20	20	extra-summ		10	20	cast2		30	30	skill	Amplify Damage	10	30						0
Shenk's Mask	625	100	1				1	1	76	61	ned	Overseer Skull		13	45000	blac	blac						tinkerflag2		25	35	skilltab	8	1	3	ac%		100	150	str		30	30	res-fire		75	75	aura	Vigor	5	10	skill	Undead Frenzy	15	20	extra-summ		10	20	skill	Summon Grizzly	17	27	oskill	Summon Grizzly	3	3										0
Winged Embrace	626	100	1				1	1	83	66	nee	Succubae Skull		13	45000	dblu	dblu						tinkerflag2		25	35	oskill	Winged Embrace	10	20	oskill	370	1	5	pierce-cold		10	20	extra-cold		20	30	move2		60	60	ac%		100	150	res-all		40	60	regen-mana		100	150	kill-skill	Cold Surge	5	60										0
Dracula's Wit	627	100	1				1	1	84	70	nef	Bloodlord Skull		13	45000	cred	cred						tinkerflag2		25	35	oskill	Umbral Flight	10	20	magicskill		2	4	extra-mag2		20	40	heal-kill		50	100	mana-kill		25	50	regen		1500	2000	regen-mana		100	200	ac		300	500	kill-skill	Headhunter Elemental Damage	1	1										0
Dogma	628	100	1				1	1	4	8	pa1	Targe		6	10000	lblu	lblu						tinkerflag2		25	35	skill	Prayer	2	4	skill	Holy Bolt	4	8	res-all-max		1	3	sock		2	2	block		1	3	res-all		40	40																						0
Archer's Bane	629	100	1				1	1	8	10	pa2	Rondache		6	10000	oran	oran						tinkerflag2		25	35	ac-miss		300	400	res-all		20	20	gethit-skill	Arrow Hit Skill	50	15	thorns		100	200																														0
Diablo's Crest	630	100	1				1	1	16	16	pa3	Heraldic Shield		7	15000	dred	dred		invpa3				tinkerflag2		25	35	ac%		50	150	block		1	3	res-fire-max		1	3	res-ltng-max		1	3	res-fire		30	45	res-ltng		30	45	skill	Holy Fire	4	8	skill	Resist Fire	4	8	att-skill	Firestorm	25	15	gethit-skill	Nova	33	10						0
The Bishop	631	100	1				1	1	20	19	pa4	Aerin Shield		8	20000	lblu	lblu						tinkerflag2		25	35	hit-skill	Holy Bolt	3	20	extra-mag2		10	20	move2		20	30	swing2		20	30	pal		1	1	res-all		20	30	ac%		150	200																		0
King's Blessing	632	100	1				1	1	32	32	pa5	Crown Shield		8	20000	lgld	lgld						tinkerflag2		25	35	oskill	Call of the Wild	1	5	extra-summ		5	15	pal		1	1	hp		25	50	mana		25	50	skill	SSummon Grizzly	5	15	all-stats		10	30																		0
Gorgon Slayer	633	100	1				1	1	35	30	pa6	Akaran Targe		9	25000	dgry	dgry		invpa1				tinkerflag2		25	35	pierce-pois		10	30	aura	Cleansing	3	5	oskill	Venom	3	3	kill-skill	Poison Surge	100	15	nofreeze		1	1	ac%		100	200	res-pois		50	70	res-cold		50	70	res-pois-len		25	50										0
Hadriel's Barricade	634	100	1				1	1	40	34	pa7	Akaran Rondache		10	30000	bwht	bwht						tinkerflag2		25	35	thorns		400	500	thorns/lvl	40			red-dmg		20	30	red-mag		20	30	ac%		200	300	ac		100	150	res-all		20	40	regen		400	500	gethit-skill	SNova	8	30										0
Wall of the Crusader	635	100	1				1	1	46	38	pa8	Protector Shield		10	30000	blac	blac						tinkerflag2		25	35	move2		50	50	red-dmg%		10	20	res-mag		10	20	ac%		150	200	strpercent		15	25	kill-skill	Frenzy Proc	17	40	slow		10	30	lifesteal		5	15														0
Herald of Zakarum	636	100	1				1	1	50	42	pa9	Aerin Shield		11	35000	lblu	lblu						tinkerflag2		25	35	block		5	5	extra-mag2		20	30	hp%		10	20	enepercent		10	20	swing2		30	30	block2		50	50	hit-skill	Fist of the Heavens	1	35	kill-skill	Magic Surge	17	35	ac		100	300										0
Imperial War Guard	637	100	1				1	1	51	42	paa	Royal Shield		11	35000	lgld	lgld						tinkerflag2		25	35	gethit-skill	Spike Nova Fire	5	30	gethit-skill	Spike Nova Cold	5	30	gethit-skill	Spike Nova Lightning	5	30	pierce-fire		10	20	pierce-cold		10	20	pierce-ltng		10	20	life-on-striking		1	2	ac		300	300	res-elem		40	50	res-elem-max		3	5						0
Faith	638	100	1				1	1	63	51	pab	Sacred Targe		12	40000	lgry	lgry						tinkerflag2		25	35	oskill	Holy Auras Enhancement	1	1	mythicaldescnoflag	1061	1	1	pierce-fire		10	20	pierce-cold		10	20	pierce-ltng		10	20	hp		1	200	res-all		40	60	ac%		200	300	block		1	5	gethit-skill	Time Lapse	1	5						0
Godspeed	639	100	1				1	1	70	56	pac	Sacred Rondache		13	45000	whit	whit						tinkerflag2		25	35	oskill	Fist of the Heavens Enhancement	1	1	mythicaldescnoflag	1062	1	1	all-speeds		40	60	oskill	Teleport	1	1	gethit-skill	Time Lapse	10	1	dmg-demon		400	600	light		10	15	ac%		200	300														0
Heaven's Gate	640	100	1				1	1	74	59	pad	Ancient Shield		13	45000	bwht	bwht						tinkerflag2		25	35	pal		2	2	block		1	5	extra-mag2		10	20	hit-skill	Poison Mastery	4	46	hit-skill	Blessed Hammer	2	60	hit-skill	Holy Bolt	2	60	rip		1	1	res-all		45	45	light		20	25	skill	Aura of Divinity	5	10						0
Leader of the Light	641	100	1				1	1	82	65	pae	Zakarum Shield		13	45000	whit	whit						tinkerflag2		25	35	res-all		40	50	light		25	25	sock		2	2	aura	Aura of Divinity	1	15	regen		1500	2000	kill-skill	Magic Surge	100	25																						0
Black Hole	642	100	1				1	1	84	70	paf	Vortex Shield		13	45000	blac			invblackhole				tinkerflag2		25	35	oskill	Holy Freeze Enhancement	1	1	mythicaldescnoflag	1063	1	1	kill-skill	Cold Surge	5	60	pierce-cold		10	20	oskill	Cold Enchant	10	20	enepercent		10	30	nofreeze		1	1	res-cold		75	75	ac%		100	200	heal-kill		25	50	kill-skill	Orb of the Mist	3	60		0
Roaring Thunder	643	100	1				2	1	50	40	amu	Amulet		11	35000				invamu6				lightningskill	4	4	5	oskill	Lightning Mastery	1	1	res-ltng-max		5	10	light-thorns		75	75	att		150	200	kill-skill	Lightning Surge	3	60	ltng-min		1	1	ltng-max		150	200	res-ltng/lvl	4																0
Iron Thimble	644	100	1				2	1	50	40	rin	Ring		11	35000	blac	blac		invrin6				hp		20	40	red-dmg%		10	20	hit-skill	Axe Proc	4	20	dmg-max		25	50	red-dmg		10	20	str		25	50	vit		25	50	oskill	Concentrate	10	20	ac/lvl	40																0
Sightless Archer	645	100	1				1	1	30	35	ci4	Faceguard		8	20000	cgrn	cgrn						tinkerflag2		25	35	oskill	Strafe	3	3	skill	Strafe	2	12	att%		100	100	dex		20	40	deadly/lvl	4			ac		50	150	swing2		20	20	move2		20	20														0
Manifer of Slugger	646	100	1				1	1	22	20	kkl	Brass Knuckle		8	20000	lyel	lyel						tinkerflag2		25	35	dmg%		25	200	oskill	Sword Mastery	1	1	skilltab	13	1	1	dmg/lvl	8			lifesteal		6	9	swing1		15	15	deadly		20	20	att		100	200	regen-mana		25	50	skilltab	20	1	1						0
Tattooed Palm	647	100	1				1	1	45	42	9kl	Tekko		10	30000	lpur	lpur						tinkerflag2		25	35	hit-skill	Magic Brand	20	1	swing2		40	80	dmg%		50	100	oskill	Quickness	1	1	hit-skill	Evade	3	30	dmg-min		20	40	oskill	Natural Resistance	5	10	life-on-striking		1	1														0
Thundergod's Anger	648	100	1				1	1	70	67	0kl	Raging Knuckle		13	45000				invthundergod				tinkerflag2		25	35	pierce-ltng		1	25	oskill	SThunder Storm Bar	3	3	skill	SThunder Storm Bar	17	27	dmg-ltng		1	2000	kill-skill	Super Nova	2	60	gethit-skill	Spike Nova Lightning	5	60	abs-ltng%		1	5	reduce-ac		1	50	dmg-max		1	200	dmg%		1	300						0
Damage Augmenter	649	100	1	1			1	1	1	1	cm7	Large Charm	1	1	1				invch12				aura	827	1	1	craftflag		1	1																																										0
Uni Ore 0	650	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-00		2	4	xtal-01		0	1	xtal-02		0	1	xtal-03		0	1																																		0
Uni Ore 1	651	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-01		2	4	xtal-02		0	1	xtal-03		0	1	xtal-04		0	1																																		0
Uni Ore 2	652	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-02		2	4	xtal-03		0	1	xtal-04		0	1	xtal-05		0	1																																		0
Uni Ore 3	653	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-03		2	4	xtal-04		0	1	xtal-05		0	1	xtal-06		0	1																																		0
Uni Ore 4	654	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-04		2	4	xtal-05		0	1	xtal-06		0	1	xtal-07		0	1																																		0
Uni Ore 5	655	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-05		2	4	xtal-06		0	1	xtal-07		0	1	xtal-08		0	1																																		0
Uni Ore 6	656	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-06		2	4	xtal-07		0	1	xtal-08		0	1	xtal-09		0	1																																		0
Uni Ore 7	657	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-07		2	4	xtal-08		0	1	xtal-09		0	1	xtal-10		0	1																																		0
Uni Ore 8	658	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-08		2	4	xtal-09		0	1	xtal-10		0	1	xtal-11		0	1																																		0
Uni Ore 9	659	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-09		2	4	xtal-10		0	1	xtal-11		0	1	xtal-00		0	1																																		0
Uni Ore 10	660	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-10		2	4	xtal-11		0	1	xtal-00		0	1	xtal-01		0	1																																		0
Uni Ore 11	661	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-11		2	4	xtal-00		0	1	xtal-01		0	1	xtal-02		0	1																																		0
Uni Ore 12	662	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-00		0	1	xtal-01		0	1	xtal-02		0	1	xtal-03		0	1	xtal-04		0	1	xtal-05		0	1																										0
Uni Ore 13	663	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-06		0	1	xtal-07		0	1	xtal-08		0	1	xtal-09		0	1	xtal-10		0	1	xtal-11		0	1																										0
Uni Ore 14	664	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-00		0	1	xtal-02		0	1	xtal-04		0	1	xtal-06		0	1	xtal-08		0	1	xtal-10		0	1																										0
Uni Ore 15	665	100	1	1			1	1	1	1	ore	Ore		1	220000								xtal-01		0	1	xtal-03		0	1	xtal-05		0	1	xtal-07		0	1	xtal-09		0	1	xtal-11		0	1																										0
Cold Rupture	666	100		1					69	75	cm3	charm		3	5000	lblu	lblu						pierce-immunity-cold		300	300	res-cold		-90	-70																																										0
Flame Rift	667	100		1					69	75	cm3	charm		3	5000	lred	lred						pierce-immunity-fire		300	300	res-fire		-90	-70																																										0
Crack of the Heavens	668	100		1					69	75	cm3	charm		3	5000	lyel	lyel						pierce-immunity-light		300	300	res-ltng		-90	-70																																										0
Rotting Fissure	669	100		1					69	75	cm3	charm		3	5000	lgrn	lgrn						pierce-immunity-poison		300	300	res-pois		-90	-70																																										0
Bone Break	670	100		1					69	75	cm3	charm		3	5000	whit	whit						pierce-immunity-damage		300	300	red-dmg%		-20	-10																																										0
Black Cleft	671	100		1					69	75	cm3	charm		3	5000	lgry	lgry						pierce-immunity-magic		300	300	res-mag		-65	-45																																										0
Burning Sleeve	672	100	1				1	1	29	27	arm	Battering Arm		9	25000	cred	cred						tinkerflag2		25	35	dmg%		110	150	red-dmg%		10	15	str/lvl	8			dex/lvl	8			crush		25	25	dmg-fire/lvl	16			sock		1	1	dmg-fire		100	200	hit-skill	Fire Wall	2	25	pierce-fire		10	10						0
Black Gypsum	673	100	1				1	1	49	46	9rm	Rock Buster		11	35000	blac	blac						tinkerflag2		25	35	swing2		-50	-50	dmg-norm		100	150	dmg%		100	200	move2		-30	-30	att-skill	Stun Proc	17	30	crush		100	100	red-dmg%		20	30	ease		100	200	red-dmg		20	40	red-mag		30	50						0
Protection Circuit	674	100	1				1	1	73	70	0rm	Wrecking Arm		13	45000	whit	whit						tinkerflag2		25	35	skill	Energy Shield	7	17	oskill	Energy Shield	3	3	gethit-skill	Chain Lightning	25	60	hit-skill	Chain Lightning	3	60	pierce-ltng		10	20	res-ltng		50	100	swing2		30	50	mana-on-striking		1	2	ltng-max		1500	3000	red-dmg%		15	15						0
The Gnasher	675	0	1				0	1	7	3	p01	Hand Axe		5	5000	dyel							tinkerflag2		25	35	str		40	50	deadly		50	50	crush		50	50	dmg-norm		20	30	att-skill	Fury Proc	15	1																										0
Deathspade	676	0	1				0	1	12	6	p02	Axe		5	5000	dgld							tinkerflag2		25	35	dmg%		100	150	hit-skill	Wind Brand	15	1	lifesteal		5	10	att		100	200	swing2		20	30																										0
Bladebone	677	0	1				0	1	20	10	p03	Double Axe		5	5000	lgry	lgry						tinkerflag2		25	35	dmg-demon		400	500	att-demon		400	500	swing2		30	30	ignore-demon-resist		1	1	move2		30	30	dmg-norm		20	30																						0
Mindrend	678	0	1				0	1	28	14	p04	Military Pick		5	5000	lgrn							tinkerflag2		25	35	crush		100	100	swing2		-20	-20	dmg-min		30	50	strpercent		25	25	ignore-ac		1	1	dmg%		100	100																						0
Rakescar	679	0	1				0	1	36	18	p05	War Axe		5	5000	dgry	dgry						tinkerflag2		25	35	hit-skill	Poison Dagger Proc	10	15	pierce-pois		10	15	res-pois		50	50	dmg%		75	150	swing2		30	30																										0
Fechmars Axe	680	0	1				0	1	11	5	p06	Large Axe		5	5000	lpur	lpur						tinkerflag2		25	35	dmg%		100	125	att-skill	Frenzy Proc	50	10	freeze		1	1	dmg-cold	100	100	125	res-all		20	40	regen		150	150																						0
Goreshovel	681	0	1				0	1	19	9	p07	Broad Axe		5	5000	dpur	dpur						tinkerflag2		25	35	lifesteal		10	20	swing2		30	30	str		40	60	dmg%		100	150	dmg-max		20	40	deadly/lvl	8																								0
The Chieftan	682	0	1				0	1	26	13	p08	Battle Axe		5	5000	oran							tinkerflag2		25	35	aura	Might	5	10	dmg%		100	100	dmg-norm		10	20	res-all		50	50	extra-summ		20	30	oskill	SSummon Grizzly	3	3	kill-skill	Battle Orders	10	10																		0
Brainhew	683	0	1				0	1	34	17	p09	Great Axe		5	5000	whit							tinkerflag2		25	35	manasteal		10	20	kill-skill	Fire Surge	33	15	kill-skill	Cold Surge	33	15	kill-skill	Lightning Surge	33	15	swing2		20	30	pierce-fire		5	15	pierce-cold		5	15	pierce-ltng		5	15	res-elem		20	40										0
The Humongous	684	0	1				0	1	39	20	p10	Giant Axe		5	5000	blac	blac						tinkerflag2		25	35	str		80	100	dmg-min		40	80	dmg-max		50	100	crush		33	33	ease		300	300	deadly		33	33	strpercent		20	30																		0
Iros Torch	685	0	1				0	1	7	3	p11	Wand		5	5000	cred							tinkerflag2		25	35	kill-skill	Fire Surge	100	1	fireskill		1	2	oskill	Blaze	3	3	regen-mana		50	100	extra-fire		10	20	heal-kill		10	20																						0
Maelstromwrath	686	0	1				0	1	19	9	p12	Yew Wand		5	5000	dblu	dblu						tinkerflag2		25	35	kill-skill	Lightning Surge	100	5	pierce-ltng		1	15	swing2		50	50	att-skill	Chain Lightning	33	10	hp		1	100	red-dmg		1	20																						0
Gravenspine	687	0	1				0	1	27	14	p13	Bone Wand		5	5000	cgrn							tinkerflag2		25	35	mana-kill		10	20	nec		2	2	skill	Sacrificial Offering	10	20	kill-skill	Poison Explosion	50	15	pierce-pois		10	15																										0
Umes Lament	688	0	1				0	1	38	23	p14	Grim Wand		5	5000	lblu	lblu						tinkerflag2		25	35	gethit-skill	Poison Surge	50	20	gethit-skill	Magic Surge	50	20	skilltab	6	2	7	regen-mana		50	100	extra-pois		10	20	extra-mag2		10	20																						0
Felloak	689	0	1				0	1	4	2	p15	Club		5	5000	lgry							tinkerflag2		25	35	res-ltng		60	60	res-fire		60	60	dmg-fire		40	60	dmg-ltng		1	100	knock		1	1	swing2		20	30																						0
Knell Striker	690	0	1				0	1	7	3	p16	Scepter		5	5000	dred	dred						tinkerflag2		25	35	slow		50	75	dmg-cold	100	25	50	att		50	100	move2		20	20	swing2		20	20	dmg%		25	50	dex		10	20																		0
Rusthandle	691	0	1				0	1	23	11	p17	Grand Scepter		5	5000	lgld	lgld						tinkerflag2		25	35	pal		1	1	skill	Thorns	10	20	red-dmg		5	10	red-mag		5	10	thorns		200	300	thorns/lvl	40																								0
Stormeye	692	0	1				0	1	31	16	p18	War Scepter		5	5000	cred	cred						tinkerflag2		25	35	aura	Holy Shock	10	20	gethit-skill	SNova	10	20	hit-skill	Mace Mastery	3	20	pierce-ltng		10	15	swing2		20	60	enr		20	40																						0
Stoutnail	693	0	1				0	1	7	3	p19	Spiked Club		5	5000	dgry							tinkerflag2		25	35	kill-skill	Spike Nova Proc	20	1	hit-skill	Arrow Hit Skill	20	1	swing2		40	40	life-on-striking		1	1	thorns/lvl	40			crush		10	10																						0
Crushflange	694	0	1				0	1	12	6	p20	Mace		5	5000	blac	blac						tinkerflag2		25	35	str		30	40	knock		1	1	oskill	Stun	5	10	res-all		20	30	dmg%		100	150	crush		33	33																						0
Bloodrise	695	0	1				0	1	20	10	p21	Morning Star		5	5000	lblu							tinkerflag2		25	35	lifesteal		10	20	dmg%/lvl	32			heal-kill		20	40	kill-skill	Fury Proc	17	1	str		20	30	vit		20	30	regen		100	100																		0
The Generals Tan Do Li Ga	696	0	1				0	1	28	14	p22	Flail		5	5000	dblu	dblu						tinkerflag2		25	35	hit-skill	Battle Orders	1	15	hit-skill	Shout	1	15	hit-skill	Battle Command	1	15	kill-skill	Taunt	5	15	dmg-max		1	100	dmg%		100	100	swing2		40	40																		0
Ironstone	697	0	1				0	1	36	18	p23	War Hammer		5	5000	cblu	cblu						tinkerflag2		25	35	ignore-ac		1	1	dmg%		100	150	str		80	100	strpercent		10	20	balance2		40	50	move2		-10	-10	kill-skill	Stun Proc	100	1																		0
Bonesob	698	0	1				0	1	32	16	p24	Maul		5	5000	lred							tinkerflag2		25	35	dmg%		200	300	crush		40	40	res-fire		75	75	res-cold		75	75	att-skill	Berserk Proc	50	1	freeze		3	3																						0
Steeldriver	699	0	1				0	1	39	20	p25	Great Maul		5	5000	cgrn	cgrn						tinkerflag2		25	35	ease		-100	-100	swing3		40	40	regen-stam		25	25	dmg%		150	250	move2		40	50	att-skill	Axe Mastery Proc	25	20	pierce-ltng		15	20																		0
Rixots Keen	700	0	1				0	1	3	1	p26	Short Sword		5	5000	blac	blac						tinkerflag2		25	35	dmg-norm		10	20	att%		100	100	crush		50	50	ac		100	100	dmg%		100	100	manasteal		5	10	deadly/lvl	4																				0
Blood Crescent	701	0	1				0	1	10	4	p27	Scimitar		5	5000	lblu							tinkerflag2		25	35	dmg%		100	300	hp		50	100	deadly		33	33	swing2		20	30	lifesteal		50	50																										0
Krintizs Skewer	702	0	1				0	1	14	7	p28	Saber		5	5000	cblu							tinkerflag2		25	35	ignore-ac		1	1	all-stats		20	30	all-stats-percent		10	20	dmg%		100	150	dmg-norm		10	20	swing2		20	30																						0
Gleamscythe	703	0	1				0	1	18	9	p29	Falchion		5	5000	lred							tinkerflag2		25	35	swing2		100	100	dmg-mag		50	100	hit-skill	Magic Enhanced Axe	25	1	balance2		30	30	move2		30	30	manasteal		5	10	item-skill-cooldown		10	20																		0
Azurewrath_old	704	0		1			0	1	18	9	p30	Crystal Sword		5	5000	lgry							tinkerflag2		25	35	deadly		50	50	mag%		10	10	dmg-cold	100	3	6	dmg%		100	100	dur		25	25	dmg-mag		5	10																						0
Griswolds Edge	705	0	1				0	1	23	11	p31	Broad Sword		5	5000	cred							tinkerflag2		25	35	fire-min		100	200	fire-max		150	300	move2		-20	-30	swing1		-20	-30	knock		1	1	dmg%		100	200	str		80	100	red-dmg%		10	20	red-mag		5	10	res-all		20	30	kill-skill	Fire Surge	100	5		0
Hellplague	706	0	1				0	1	30	15	p32	Long Sword		5	5000	dred							tinkerflag2		25	35	pierce-fire		10	15	pierce-pois		10	15	hit-skill	Poison Dagger Proc	5	10	hit-skill	Crucify Proc	5	10	res-fire		25	50	res-pois		25	50	dmg%		100	200																		0
Culwens Point	707	0	1				0	1	39	20	p33	War Sword		5	5000	whit	whit						tinkerflag2		25	35	allskills		2	2	res-pois-len		50	50	balance2		30	40	swing2		30	40	att		200	300	dmg%		100	150	move2		20	30	dmg-norm		10	20														0
Shadowfang	708	0	1				0	1	16	8	p34	Two-Handed Sword		5	5000	cgrn							tinkerflag2		25	35	manasteal		10	20	res-all-max		2	5	hit-skill	Freezing Claws Proc	10	25	pierce-cold		15	20	dmg%		100	150	lifesteal		10	20	freeze		3	3																		0
